Year Month Tmax Tmin PAR Prec CO2 O3
1200-1900 1 -4.26464727280702 -15.6968784868421 143.5 79.2807975526316 390 0
1200-1900 2 -2.89102920125439 -15.1970071096491 209.8 67.2398030087719 390 0
1200-1900 3 2.65171239774561 -9.03535087631579 301.6 81.978249877193 390 0
1200-1900 4 9.74402531754386 -1.97659923078947 391.2 84.8849580877193 390 0
1200-1900 5 17.5283277894737 4.10648116929825 461.6 92.5457577631579 390 0
1200-1900 6 22.4862826052632 9.30089842719298 512.7 102.086262815789 390 0
1200-1900 7 25.1781041491228 12.3559373640351 503.7 102.299365429825 390 0
1200-1900 8 24.0108511491228 11.1092320438596 439.3 98.5001266666667 390 0
1200-1900 9 19.5238386491228 6.88390088070175 346.6 97.441091254386 390 0
1200-1900 10 12.910187004386 1.45582732000877 255.1 98.5020881315789 390 0
1200-1900 11 5.00462986315789 -4.01254168807018 163.1 98.2860574473684 390 0
1200-1900 12 -2.04444533026316 -11.8857507350877 125 91.134545 390 0
1901 1 -5.279794 -15.348361 143.5 68.777435 390 0
1901 2 -6.559387 -16.692934 209.8 26.287199 390 0
1901 3 1.224739 -9.421944 301.6 110.70102 390 0
1901 4 10.744787 0.65275615 391.2 138.33798 390 0
1901 5 16.68879 5.533222 461.6 128.79251 390 0
1901 6 23.661953 10.549471 512.7 79.38349 390 0
1901 7 25.520876 13.5641775 503.7 121.08313 390 0
1901 8 23.953098 12.57385 439.3 108.10397 390 0
1901 9 20.333864 7.8241744 346.6 70.65227 390 0
1901 10 13.266202 1.5445119 255.1 77.86686 390 0
1901 11 1.7128212 -6.9662514 163.1 50.922676 390 0
1901 12 -1.8976146 -11.170506 125 169.75914 390 0
1902 1 -4.8260164 -15.591374 143.5 74.38254 390 0
1902 2 -2.7250712 -13.575325 209.8 57.548428 390 0
1902 3 6.1459584 -3.970757 301.6 163.6776 390 0
1902 4 10.45502 -0.51143044 391.2 83.76523 390 0
1902 5 16.028473 3.3969543 461.6 95.99024 390 0
1902 6 19.937656 7.7439914 512.7 138.02542 390 0
1902 7 23.44923 11.335747 503.7 97.7356 390 0
1902 8 22.319983 10.145312 439.3 102.388855 390 0
1902 9 19.922672 8.264339 346.6 110.318634 390 0
1902 10 12.379236 1.4713942 255.1 123.35531 390 0
1902 11 7.5330753 -2.993845 163.1 38.441395 390 0
1902 12 -3.4879744 -14.243056 125 115.550644 390 0
1903 1 -3.956923 -15.0626745 143.5 88.06099 390 0
1903 2 -1.9585893 -13.1061535 209.8 94.602165 390 0
1903 3 7.373401 -3.842637 301.6 136.7055 390 0
1903 4 10.898499 -1.4120317 391.2 46.835728 390 0
1903 5 20.235113 4.4493804 461.6 11.142873 390 0
1903 6 20.59912 8.374715 512.7 125.2493 390 0
1903 7 23.563196 11.6582985 503.7 110.864365 390 0
1903 8 20.943268 8.372986 439.3 79.95843 390 0
1903 9 21.678102 7.020748 346.6 30.707355 390 0
1903 10 12.664212 2.0800304 255.1 78.31262 390 0
1903 11 4.1598997 -6.074561 163.1 45.76809 390 0
1903 12 -3.6455042 -14.687578 125 79.3788 390 0
1904 1 -7.701888 -19.065178 143.5 79.94605 390 0
1904 2 -6.282464 -18.271938 209.8 43.56981 390 0
1904 3 1.8926482 -9.702406 301.6 67.571236 390 0
1904 4 8.805734 -2.1851716 391.2 99.89383 390 0
1904 5 20.698042 6.3021216 461.6 108.895706 390 0
1904 6 22.547735 8.914019 512.7 66.060455 390 0
1904 7 25.203144 12.556216 503.7 93.66256 390 0
1904 8 22.888002 9.903658 439.3 106.01425 390 0
1904 9 17.43129 5.107783 346.6 169.64279 390 0
1904 10 10.83138 0.44672242 255.1 72.14764 390 0
1904 11 2.005779 -7.809618 163.1 37.244663 390 0
1904 12 -6.9783273 -18.029446 125 42.63513 390 0
1905 1 -6.106119 -18.228497 143.5 93.28437 390 0
1905 2 -5.4409003 -18.303484 209.8 34.01143 390 0
1905 3 2.8179595 -10.917044 301.6 43.037235 390 0
1905 4 9.900668 -2.0171485 391.2 50.333622 390 0
1905 5 17.139128 3.6542342 461.6 65.98733 390 0
1905 6 21.448433 8.5548 512.7 100.67125 390 0
1905 7 25.404457 12.970041 503.7 121.22302 390 0
1905 8 23.588629 9.404282 439.3 79.20183 390 0
1905 9 18.328585 7.0704184 346.6 114.00442 390 0
1905 10 13.459771 0.43104243 255.1 35.896236 390 0
1905 11 3.6793349 -5.3264318 163.1 76.36162 390 0
1905 12 -0.9996137 -11.368769 125 75.72715 390 0
1906 1 -0.4157152 -11.65621 143.5 65.063614 390 0
1906 2 -1.6086316 -15.032518 209.8 57.009502 390 0
1906 3 -0.62474746 -12.551676 301.6 96.979965 390 0
1906 4 9.01821 -2.9255445 391.2 55.23909 390 0
1906 5 16.341234 3.7160616 461.6 110.722244 390 0
1906 6 22.922106 9.279668 512.7 109.9711 390 0
1906 7 25.73952 12.43844 503.7 102.281975 390 0
1906 8 26.017721 11.710047 439.3 69.94929 390 0
1906 9 20.75356 6.430315 346.6 52.36313 390 0
1906 10 13.673224 1.42499 255.1 124.91723 390 0
1906 11 3.2093642 -3.58904 163.1 64.71399 390 0
1906 12 -4.2632008 -15.198955 125 87.85155 390 0
1907 1 -5.7051935 -17.978539 143.5 62.688194 390 0
1907 2 -5.9473906 -19.636219 209.8 42.802414 390 0
1907 3 2.695823 -10.397824 301.6 61.23791 390 0
1907 4 7.8806434 -3.8436372 391.2 85.80146 390 0
1907 5 14.137287 1.586498 461.6 56.855278 390 0
1907 6 22.905922 8.559071 512.7 112.605286 390 0
1907 7 24.317707 12.19935 503.7 103.65917 390 0
1907 8 22.739407 10.163789 439.3 62.996677 390 0
1907 9 18.310192 7.696253 346.6 164.60843 390 0
1907 10 10.613794 -0.68019205 255.1 115.67629 390 0
1907 11 4.318782 -4.5892005 163.1 108.23037 390 0
1907 12 0.09594628 -9.2027235 125 93.10566 390 0
1908 1 -2.71791 -14.570756 143.5 64.598114 390 0
1908 2 -4.016001 -16.625196 209.8 106.349304 390 0
1908 3 2.494769 -9.559644 301.6 54.562866 390 0
1908 4 8.8797245 -4.0709558 391.2 59.19838 390 0
1908 5 18.74011 5.197568 461.6 134.60297 390 0
1908 6 24.754576 9.177146 512.7 51.508133 390 0
1908 7 27.55012 13.022279 503.7 75.28398 390 0
1908 8 23.246494 10.312375 439.3 97.58978 390 0
1908 9 23.413073 7.261653 346.6 27.424942 390 0
1908 10 15.729228 1.872648 255.1 68.15167 390 0
1908 11 4.5348544 -4.130571 163.1 37.123245 390 0
1908 12 -2.9380124 -14.42238 125 71.01636 390 0
1909 1 -3.7529056 -15.240714 143.5 129.16261 390 0
1909 2 -2.092658 -14.83291 209.8 120.13591 390 0
1909 3 1.3495623 -9.796718 301.6 82.81797 390 0
1909 4 8.556775 -2.7861974 391.2 92.831436 390 0
